STATION,ICAO,LAT,LON,ELEV,M,PRIORITY,CD,COUNTRY
NEWHALL,K3A6,34.37 ,-118.57 ,427,X,7,CA,US
NORTH ISLAND NAS,KNZY,32.70 ,-117.22 ,8,X,6,CA,US
NOVATO/GNOSS FLD,KDVO,38.15 ,-122.55 ,1,X,7,CA,US
OAKLAND,KOAK,37.70 ,-122.22 ,26,X,1,CA,US
OCEANSIDE,KOKB,33.22 ,-117.35 ,8,X,7,CA,US
ONTARIO,KONT,34.05 ,-117.58 ,274,X,1,CA,US
OROVILLE,KOVE,39.50 ,-121.62 ,58,X,7,CA,US
OXNARD,KOXR,34.20 ,-119.20 ,20,X,7,CA,US
PALM SPRINGS,KPSP,33.82 ,-116.50 ,135,X,3,CA,US
PALMDALE,KPMD,34.63 ,-118.08 ,780,X,6,CA,US
PALO ALTO,KPAO,37.47 ,-122.12 ,2,X,7,CA,US
PASO ROBLES,KPRB,35.67 ,-120.63 ,245,X,6,CA,US
PLACERVILLE,KPVF,38.72 ,-120.75 ,789,X,8,CA,US
POINT MUGU NAS,KNTD,34.12 ,-119.12 ,4,X,6,CA,US
PORTERVILLE,KPTV,36.02 ,-119.07 ,135,X,7,CA,US
PT. PIEDRAS BLAN,K87Q,35.67 ,-121.28 ,27,X,7,CA,US
RED BLUFF,KRBL,40.15 ,-122.25 ,104,X,6,CA,US
REDDING,KRDD,40.52 ,-122.30 ,155,X,3,CA,US
RIVERSIDE,KRAL,33.95 ,-117.45 ,252,X,6,CA,US
RIVERSIDE/MARCH,KRIV,33.87 ,-117.27 ,469,X,7,CA,US
RAMONA,KRNM,33.03 ,-116.92 ,427,X,7,CA,US
SACRAMENTO,KSAC,38.50 ,-121.50 ,11,X,2,CA,US
SACRAMENTO/METRO,KSMF,38.70 ,-121.60 ,6,X,6,CA,US
SALINAS,KSNS,36.67 ,-121.60 ,30,X,6,CA,US
SAN BERNARDINO,KSBD,34.10 ,-117.23 ,353,X,8,CA,US
SAN CARLOS AIRPO,KSQL,37.52 ,-122.25 ,1,X,7,CA,US
SAN CLEMENTE IS.,KNUC,33.02 ,-118.57 ,55,X,7,CA,US
SAN DIEGO,KSAN,32.73 ,-117.18 ,12,X,2,CA,US
SAN DIEGO/MNTGMY,KMYF,32.82 ,-117.13 ,136,X,7,CA,US
SAN DIEGO/BROWN,KSDM,32.58 ,-117.00 ,159,X,7,CA,US
SAN DIEGO/SANTEE,KSEE,32.82 ,-116.97 ,117,X,7,CA,US
SAN FRANCISCO,KSFO,37.62 ,-122.37 ,3,X,0,CA,US
SAN JOSE,KSJC,37.37 ,-121.92 ,24,X,6,CA,US
SAN JOSE/REID,KRHV,37.32 ,-121.82 ,41,X,7,CA,US
SAN LUIS OBISPO,KSBP,35.23 ,-120.63 ,59,X,6,CA,US
SAN NICOLAS ISLA,KNSI,33.22 ,-119.45 ,154,X,7,CA,US
SANDBERG,KSDB,34.75 ,-118.72 ,1377,X,7,CA,US
COSTA MESA,KSNA,33.67 ,-117.87 ,16,X,6,CA,US
SANTA BARBARA,KSBA,34.43 ,-119.85 ,3,X,6,CA,US
SANTA MARIA,KSMX,34.90 ,-120.45 ,74,X,6,CA,US
SANTA MONICA,KSMO,34.02 ,-118.45 ,57,X,7,CA,US
SANTA ROSA,KSTS,38.50 ,-122.82 ,39,X,6,CA,US
SANTA YNEZ,KIZA,34.60 ,-120.07 ,205,X,7,CA,US
SHELTER COVE,KO87,40.02 ,-124.07 ,21,X,7,CA,US
SOUTH LAKE TAHOE,KTVL,38.90 ,-120.00 ,1924,X,6,CA,US
STOCKTON,KSCK,37.88 ,-121.22 ,10,X,6,CA,US
SUSANVILLE MUNI,KSVE,40.37 ,-120.57 ,1263,X,7,CA,US
THERMAL/PALM SPG,KTRM,33.63 ,-116.17 ,-35,X,6,CA,US
TORRANCE MUNICIP,KTOA,33.78 ,-118.32 ,31,X,7,CA,US
TRAVIS AFB/FAIRF,KSUU,38.27 ,-121.92 ,19,X,6,CA,US
TRUCKEE TAHOE,KTRK,39.32 ,-120.12 ,1798,X,6,CA,US
TWENTYNINE PALMS,KNXP,34.28 ,-116.17 ,626,X,6,CA,US
UKIAH,KUKI,39.12 ,-123.20 ,187,X,6,CA,US
VACAVILLE,KVCB,38.38 ,-121.95 ,33,X,7,CA,US
VAN NUYS,KVNY,34.22 ,-118.48 ,245,X,6,CA,US
VANDENBERG AFB,KVBG,34.73 ,-120.58 ,112,X,3,CA,US
VANDENBERG RANGE,KXVW,34.72 ,-120.57 ,100,X,7,CA,US
VICTORVILLE,KVCV,34.58 ,-117.38 ,876,X,8,CA,US
VISALIA MUNI,KVIS,36.32 ,-119.40 ,89,X,7,CA,US
WATSONVILLE,KWVI,36.93 ,-121.78 ,43,X,7,CA,US
ALTURAS,KO00,41.48 ,-120.57 ,1331,Z,8,CA,US
ALTURAS,KS11,41.50 ,-120.52 ,1341,Z,8,CA,US
BODEGA BAY,K92Q,38.32 ,-123.05 ,3,Z,8,CA,US
CROWS LANDING,KNRC,37.40 ,-121.10 ,50,Z,8,CA,US
EL TORO MCAS,KNZJ,33.67 ,-117.72 ,117,Z,8,CA,US
FORT ORD/FRITZSC,KOAR,36.67 ,-121.77 ,41,Z,8,CA,US
MONTAGUE/YREKA,K1O5,41.73 ,-122.53 ,4,Z,8,CA,US
OCEANSIDE,KL32,33.22 ,-117.35 ,8,Z,8,CA,US
PILAR POINT AFS,K53Q,37.50 ,-122.50 ,49,Z,8,CA,US
POINT ARGUELLO,KPGU,34.57 ,-120.35 ,12,Z,8,CA,US
POINT ARENA,KPAA,38.95 ,-123.27 ,18,Z,8,CA,US
ROMONA,KL39,33.03 ,-116.92 ,427,Z,8,CA,US
RANCHO MURIETA,KRIU,38.48 ,-121.10 ,45,Z,8,CA,US
SUPERIOR VALLEY,K4SU,35.33 ,-117.10 ,962,Z,8,CA,US
TUSTIN MCAS,KNTK,33.70 ,-117.82 ,17,Z,8,CA,US
VACAVILLE,KO45,38.38 ,-121.95 ,33,Z,8,CA,US
WEAVERVILLE,KO54,40.10 ,-122.23 ,717,Z,8,CA,US
DENVER (DIA),KDEN,39.83 ,-104.65 ,1640,X,0,CO,US
AKRON,KAKO,40.17 ,-103.22 ,1421,X,4,CO,US
ALAMOSA,KALS,37.43 ,-105.87 ,2299,X,6,CO,US
ASPEN,KASE,39.23 ,-106.87 ,2354,X,4,CO,US
BERTHOUD PASS,K0CO,39.80 ,-105.77 ,4113,X,8,CO,US
BROOMFIELD/JEFFC,KBJC,39.92 ,-105.12 ,1724,X,1,CO,US
BUCKLEY ANGB/DEN,KBKF,39.72 ,-104.75 ,1726,X,2,CO,US
BURLINGTON,KITR,39.25 ,-102.28 ,1279,X,7,CO,US
CANON CITY,K1V6,38.43 ,-105.10 ,1658,X,8,CO,US
COLORADO SPRINGS,KCOS,38.82 ,-104.72 ,1856,X,3,CO,US
CORTEZ,KCEZ,37.30 ,-108.63 ,1797,X,7,CO,US
CRAIG,KCAG,40.50 ,-107.52 ,1887,X,4,CO,US
DENVER/ARAPAHOE,KAPA,39.57 ,-104.85 ,1775,X,4,CO,US
DENVER F. RANGE,KFTG,39.78 ,-104.55 ,1675,X,8,CO,US
DURANGO,KDRO,37.15 ,-107.77 ,2035,X,4,CO,US
EAGLE CO. REGION,KEGE,39.63 ,-106.92 ,1993,X,6,CO,US
FORT CARSON,KFCS,38.67 ,-104.77 ,1789,X,6,CO,US
FT COLLINS/LOVEL,KFNL,40.45 ,-105.02 ,1529,X,7,CO,US
GRAND JUNCTION,KGJT,39.12 ,-108.52 ,1475,X,2,CO,US
GREELEY/WELD,KGXY,40.42 ,-104.62 ,1420,X,4,CO,US
GUNNISON,KGUC,38.52 ,-106.92 ,2339,X,6,CO,US
HAYDEN/YAMPA,KHDN,40.47 ,-107.22 ,2012,X,6,CO,US
LA JUNTA,KLHX,38.05 ,-103.52 ,1277,X,7,CO,US
LAMAR,KLAA,38.07 ,-102.68 ,1119,X,4,CO,US
LEADVILLE,KLXV,39.23 ,-106.32 ,3028,X,7,CO,US
LIMON,KLIC,39.27 ,-103.67 ,1630,X,4,CO,US
MEEKER,KEEO,40.05 ,-107.88 ,1930,X,7,CO,US
MONTROSE,KMTJ,38.50 ,-107.90 ,1750,X,6,CO,US
NUCLA/HOPKINS F,KAIB,38.23 ,-108.57 ,1811,X,7,CO,US
PUEBLO,KPUB,38.28 ,-104.50 ,1420,X,3,CO,US
RIFLE,KRIL,39.53 ,-107.73 ,1678,X,7,CO,US
SAGUACHE MUNI,K04V,38.10 ,-106.17 ,2385,X,8,CO,US
SPRINGFIELD,KSPD,37.28 ,-102.62 ,1335,X,7,CO,US
STEAMBOAT SPRING,KSBS,40.52 ,-106.87 ,2096,X,7,CO,US
MT WERNER SBS,K3MW,40.45 ,-106.75 ,3241,X,7,CO,US
TELLURIDE REGION,KTEX,37.95 ,-107.90 ,2769,X,7,CO,US
TRINIDAD/ANIMAS,KTAD,37.27 ,-104.32 ,1756,X,7,CO,US
USAF ACADEMY/COS,KAFF,38.97 ,-104.82 ,2003,X,4,CO,US
DURANGO(AWRS),K4V5,37.28 ,-107.87 ,2012,Z,8,CO,US
FORT COLLINS,KFCL,40.58 ,-105.08 ,1525,Z,8,CO,US
FRASER,K4FC,39.95 ,-105.83 ,2609,Z,8,CO,US
GUNNISON/AWRS,K2V9,38.60 ,-106.92 ,2349,Z,8,CO,US
LAMAR,K4LJ,38.08 ,-102.62 ,1103,Z,8,CO,US
SALIDA,KS29,38.52 ,-106.02 ,2282,Z,8,CO,US
WINTER PARK,KC96,40.00 ,-105.87 ,2740,Z,8,CO,US
YUMA,KYMA,40.10 ,-102.72 ,1261,X,9,CO,US
FLAGLER,KFLA,39.28 ,-103.07 ,1507,X,9,CO,US
IDALIA,KIDL,39.70 ,-102.28 ,1209,X,9,CO,US
KIRK,K72C,39.60 ,-102.57 ,1280,X,9,CO,US
STERLING,KSTK,40.62 ,-103.27 ,1231,X,8,CO,US
STRATTON,KSTR,39.30 ,-102.60 ,1345,X,9,CO,US
RED CLIFF PASS,KCCU,39.47 ,-106.15 ,3680,X,7,CO,US
RANGELY,K4V0,40.10 ,-108.77 ,1608,X,8,CO,US
BUENA VISTA,KAEJ,38.82 ,-106.12 ,2422,X,8,CO,US
DELTA/BLAKE FLD,KAJZ,38.78 ,-108.07 ,1583,X,8,CO,US
SALIDA,KANK,38.53 ,-106.05 ,2293,X,8,CO,US
BOULDER MUNI,KBDU,40.03 ,-105.23 ,1612,X,8,CO,US
ELLICOTT-B AFA,KABH,38.75 ,-104.30 ,1840,X,8,CO,US
ERIE MUNI,KEIK,40.02 ,-105.05 ,1564,X,8,CO,US
FORT MORGAN,KFMM,40.33 ,-103.80 ,1393,X,8,CO,US
GRANBY/GRAND CO,KGNB,40.08 ,-105.92 ,2500,X,8,CO,US
HOLYOKE,KHEQ,40.57 ,-102.27 ,1137,X,8,CO,US
LONGMONT/VBRAND,KLMO,40.17 ,-105.17 ,1541,X,8,CO,US
PAGOSA SPRINGS,KPSO,37.28 ,-107.05 ,2334,X,8,CO,US
WOLF CREEK PASS,KCPW,37.45 ,-106.80 ,3584,X,7,CO,US
CORONA PASS,KCRV,40.05 ,-105.58 ,3538,X,7,CO,US
MONUMENT/ELBERT,KMNH,39.22 ,-104.63 ,2152,X,7,CO,US
MONARCH PASS,KMYP,38.48 ,-106.32 ,3667,X,7,CO,US
LA VETA PASS,KVTP,37.50 ,-105.17 ,3114,X,7,CO,US
WALDEN,K33V,40.75 ,-106.27 ,2484,X,8,CO,US
KREMMLING AWOS,K20V,40.05 ,-106.37 ,2259,X,7,CO,US
WILKERSON PASS,K4BM,39.05 ,-105.52 ,3438,X,8,CO,US
SUNLIGHT,K5SM,39.43 ,-107.38 ,3232,X,8,CO,US
COTTONWOOD PASS,K7BM,38.78 ,-106.22 ,2995,X,8,CO,US
BRIDGEPORT,KBDR,41.17 ,-73.13 ,7,X,3,CT,US
CHESTER,KSNC,41.38 ,-72.50 ,127,X,7,CT,US
DANBURY,KDXR,41.37 ,-73.48 ,139,X,7,CT,US
GROTON/NEW LONDO,KGON,41.33 ,-72.05 ,3,X,7,CT,US
HARTFORD/BRAINAR,KHFD,41.73 ,-72.65 ,4,X,4,CT,US
MERIDEN,KMMK,41.52 ,-72.83 ,31,X,7,CT,US
NEW HAVEN/TWEED,KHVN,41.27 ,-72.87 ,4,X,7,CT,US
OXFORD/WATERBURY,KOXC,41.47 ,-73.12 ,222,X,7,CT,US
WILLIMANTIC,KIJD,41.75 ,-72.18 ,75,X,7,CT,US
WINDSOR LOCKS,KBDL,41.93 ,-72.68 ,60,X,6,CT,US
MANSFIELD,K5B0,41.75 ,-72.17 ,76,Z,8,CT,US
PUTNAM,K5B3,41.07 ,-73.62 ,91,Z,8,CT,US
DOVER AFB,KDOV,39.12 ,-75.47 ,9,X,6,DE,US
GEORGETOWN,KGED,38.68 ,-75.37 ,19,X,7,DE,US
WILMINGTON,KILG,39.67 ,-75.60 ,28,X,4,DE,US
APALACHICOLA,KAAF,29.73 ,-85.03 ,5,X,7,FL,US
BARTOW MUNICIPAL,KBOW,27.93 ,-81.77 ,39,X,7,FL,US
BOCA RATON,KBCT,26.38 ,-80.10 ,4,X,7,FL,US
BONIFAY TRI-CTY,K1J0,30.85 ,-85.60 ,26,X,8,FL,US
BROOKSVILLE,KBKV,28.47 ,-82.45 ,20,X,7,FL,US
CAPE CANAVERAL,KXMR,28.47 ,-80.53 ,3,X,8,FL,US
CECIL FIELD NAS,KNZC,30.22 ,-81.87 ,25,X,7,FL,US
CRESTVIEW,KCEW,30.78 ,-86.52 ,55,X,6,FL,US
CROSS CITY,KCTY,29.63 ,-83.10 ,13,X,6,FL,US
DAYTONA BEACH,KDAB,29.18 ,-81.07 ,9,X,3,FL,US
DESTIN,KDTS,30.40 ,-86.47 ,5,X,7,FL,US
DUKE FLD/EGLIN,KEGI,30.63 ,-86.52 ,59,X,7,FL,US
EGLIN AFB/VALPAR,KVPS,30.47 ,-86.52 ,26,X,6,FL,US
EVERGLADES CITY,KEGC,25.85 ,-81.38 ,2,X,7,FL,US
FLAMINGO/MONROE,KFLM,25.13 ,-80.92 ,2,X,7,FL,US
FT LAUDERD/HOLLY,KFLL,26.07 ,-80.15 ,3,X,6,FL,US
FT LAUDERD/EXEC,KFXE,26.20 ,-80.18 ,6,X,7,FL,US
FORT MYERS,KRSW,26.53 ,-81.75 ,10,X,6,FL,US
FORT MYERS,KFMY,26.58 ,-81.87 ,4,X,6,FL,US
FORT PIERCE,KFPR,27.50 ,-80.38 ,13,X,7,FL,US
GAINESVILLE,KGNV,29.70 ,-82.28 ,45,X,4,FL,US
HOLLYWOOD,KHWO,26.00 ,-80.23 ,2,X,7,FL,US
HOMESTEAD AFB,KHST,25.47 ,-80.37 ,2,X,6,FL,US
HURLBURT FIELD,KHRT,30.42 ,-86.67 ,12,X,6,FL,US
JACKSONVIL/CRAIG,KCRG,30.33 ,-81.52 ,13,X,1,FL,US
JACKSONVILLE NAS,KNIP,30.22 ,-81.67 ,7,X,6,FL,US
JACKSONVILLE,KJAX,30.50 ,-81.68 ,10,X,0,FL,US
JACKSONVIL/CECIL,KVQQ,30.22 ,-81.88 ,25,X,7,FL,US
JACKSONVIL/NAVAL,KNEN,30.35 ,-81.88 ,30,X,8,FL,US
KEY WEST NAS,KNQX,24.57 ,-81.67 ,2,X,6,FL,US
KEY WEST,KEYW,24.55 ,-81.75 ,5,X,2,FL,US
KISSIMMEE/ORLAND,KISM,28.28 ,-81.43 ,25,X,7,FL,US
LAKELAND REGIONA,KLAL,27.97 ,-82.02 ,43,X,7,FL,US
LEESBURG,KLEE,28.82 ,-81.82 ,23,X,7,FL,US
MACDILL AFB/TAMP,KMCF,27.85 ,-82.52 ,4,X,6,FL,US
MARATHON,KMTH,24.73 ,-81.05 ,2,X,7,FL,US
MARIANNA,KMAI,30.83 ,-85.18 ,32,X,7,FL,US
MAYPORT NAS,KNRB,30.38 ,-81.42 ,5,X,6,FL,US
MELBOURNE,KMLB,28.10 ,-80.65 ,11,X,4,FL,US
MERRITT ISLAND,KCOI,28.33 ,-80.68 ,2,X,8,FL,US
MIAMI/TAMIAMI,KTMB,25.65 ,-80.43 ,2,X,7,FL,US
MIAMI,KMIA,25.80 ,-80.28 ,3,X,0,FL,US
MIAMI/OPA LOCKA,KOPF,25.92 ,-80.28 ,16,X,1,FL,US
MIAMI BEACH,KMBF,25.77 ,-80.13 ,1,X,8,FL,US
MILTON/WHITING S,KNDZ,30.70 ,-87.02 ,54,X,8,FL,US
NAPLES MUNICIPAL,KAPF,26.15 ,-81.77 ,3,X,6,FL,US
NASA SHUTTLE FCL,KTTS,28.62 ,-80.72 ,3,X,7,FL,US
NEW PORT RICHEY,KRRF,28.18 ,-82.63 ,12,X,7,FL,US
NEW SMYRNA BEACH,KEVB,29.05 ,-80.95 ,3,X,8,FL,US
OCALA MUNI,KOCF,29.17 ,-82.22 ,27,X,7,FL,US
OCEAN REEF,KOCR,25.30 ,-80.27 ,2,X,8,FL,US
OKEECHOBEE CTY,KOBE,27.27 ,-80.85 ,11,X,8,FL,US
ORLANDO,KMCO,28.42 ,-81.33 ,29,X,2,FL,US
ORLANDO,KORL,28.55 ,-81.33 ,37,X,6,FL,US
ORMOND BEACH VOR,KOMN,29.30 ,-81.12 ,9,X,8,FL,US
PANAMA CITY,KPFN,30.20 ,-85.68 ,12,X,6,FL,US
PATRICK AFB/COCO,KCOF,28.22 ,-80.58 ,3,X,6,FL,US
PENSACOLA,KPNS,30.48 ,-87.18 ,38,X,6,FL,US
PENSACOLA NAS,KNPA,30.35 ,-87.32 ,9,X,6,FL,US
PERRY FOLEY,K40J,30.07 ,-83.57 ,13,X,7,FL,US
PLANT CITY MUNI,KPCM,28.00 ,-82.17 ,47,X,7,FL,US
POMPANO BEACH,KPMP,26.25 ,-80.12 ,6,X,7,FL,US
PORT RICHEY,KX41,28.35 ,-82.62 ,12,X,7,FL,US
PUNTA GORDA,KPGD,26.92 ,-82.00 ,7,X,7,FL,US
SANFORD/ORLANDO,KSFB,28.77 ,-81.22 ,17,X,6,FL,US
SARASOTA/BRADENT,KSRQ,27.40 ,-82.57 ,18,X,6,FL,US
ST AUGUSTINE,KSGJ,29.97 ,-81.32 ,3,X,7,FL,US
ST PETERSBURG,KPIE,27.92 ,-82.68 ,4,X,6,FL,US
ST PETERS/ALBERT,KSPG,27.77 ,-82.63 ,2,X,7,FL,US
STUART/WITHAM,KSUA,27.18 ,-80.22 ,6,X,7,FL,US
TALLAHASSEE,KTLH,30.40 ,-84.35 ,19,X,3,FL,US
TAMPA,KTPA,27.97 ,-82.53 ,11,X,3,FL,US
TAMPA/O KNIGHT,KTPF,27.92 ,-82.45 ,3,X,8,FL,US
TAMPA/VANDENBURG,KVDF,28.02 ,-82.35 ,7,X,7,FL,US
TITUSVILLE,KTIX,28.50 ,-80.80 ,11,X,7,FL,US
TYNDALL AFB,KPAM,30.07 ,-85.57 ,5,X,6,FL,US
VERO BEACH,KVRB,27.65 ,-80.42 ,10,X,4,FL,US
THE VILLAGES,KVVG,28.95 ,-81.97 ,27,X,7,FL,US
WEST PALM BEACH,KPBI,26.68 ,-80.10 ,6,X,3,FL,US
WHITING FLD NAS,KNSE,30.72 ,-87.02 ,61,X,7,FL,US
WINTER HAVEN,KGIF,28.07 ,-81.75 ,43,X,7,FL,US
APALACHICOLA,KAQQ,29.73 ,-85.03 ,5,Z,8,FL,US
ASTOR,K90J,29.12 ,-81.57 ,33,Z,8,FL,US
AVON PARK,KAGR,27.65 ,-81.33 ,20,Z,8,FL,US
ALBANY,KABY,31.53 ,-84.20 ,58,X,6,GA,US
ALMA,KAMG,31.53 ,-82.50 ,59,X,6,GA,US
ATHENS,KAHN,33.95 ,-83.33 ,244,X,4,GA,US
ATLANTA,KATL,33.63 ,-84.45 ,296,X,0,GA,US
ATLANTA/FULTON,KFTY,33.78 ,-84.52 ,263,X,3,GA,US
AUGUSTA/DANIEL,KDNL,33.47 ,-82.03 ,130,X,7,GA,US
AUGUSTA/BUSH,KAGS,33.37 ,-81.97 ,44,X,4,GA,US
BAINBRIDGE,KBGE,30.97 ,-84.63 ,43,X,8,GA,US
BLAIRSVILLE,KDZJ,34.85 ,-84.00 ,582,X,8,GA,US
BLAKELY EARLY C,KBIJ,31.40 ,-84.90 ,65,X,7,GA,US
BRUNSWICK,KSSI,31.15 ,-81.38 ,6,X,6,GA,US
BRUNSWICK/GLYNCO,KBQK,31.25 ,-81.47 ,8,X,7,GA,US
CANTON/CHEROKEE,K47A,34.32 ,-84.42 ,372,X,7,GA,US
CARTERSVILLE,KVPC,34.13 ,-84.85 ,222,X,7,GA,US
CLAXTON/EVANS CO,KCWV,32.20 ,-81.87 ,33,X,8,GA,US
COLUMBUS,KCSG,32.52 ,-84.95 ,135,X,6,GA,US
DALTON,KDNN,34.72 ,-84.87 ,216,X,7,GA,US
DOBBINS AFB/MARI,KMGE,33.92 ,-84.52 ,326,X,6,GA,US
DOUGLAS MUNI,KDQH,31.48 ,-82.87 ,78,X,7,GA,US
DUBLIN,KDBN,32.57 ,-82.98 ,94,X,7,GA,US
ELBERTON PATZ F,K27A,34.10 ,-82.82 ,184,X,8,GA,US
FT BENNING/COLUM,KLSF,32.32 ,-85.00 ,71,X,6,GA,US
FT STEWART/WRIGH,KLHW,31.87 ,-81.57 ,14,X,7,GA,US
GAINESVILLE,KGVL,34.27 ,-83.83 ,386,X,7,GA,US
GREENSBORO,K3J7,33.60 ,-83.13 ,206,X,7,GA,US
HOMERVILLE,KHOE,31.05 ,-82.78 ,57,X,8,GA,US
LA GRANGE,KLGC,33.00 ,-85.07 ,211,X,6,GA,US
LAWRENCEVILLE,KLZU,33.98 ,-83.97 ,323,X,7,GA,US
MACON,KMCN,32.68 ,-83.65 ,109,X,3,GA,US
MARIETTA MCCOLUM,KRYY,34.02 ,-84.60 ,317,X,7,GA,US
MCDUFFIE/THOMSON,KHQU,33.53 ,-82.52 ,152,X,7,GA,US
MILLEDGEVILLE,KMLJ,33.15 ,-83.23 ,117,X,8,GA,US
MOODY AFB/VALDOS,KVAD,30.97 ,-83.20 ,71,X,6,GA,US
MOULTRIE MUNI,KMGR,31.08 ,-83.80 ,90,X,7,GA,US
MOULTRIE/SPENCE,KMUL,31.13 ,-83.70 ,89,X,7,GA,US
NEWNAN,KCCO,33.32 ,-84.77 ,296,X,7,GA,US
PEACHTREE/DEKALB,KPDK,33.88 ,-84.30 ,302,X,7,GA,US
PEACHTREE CITY,KFFC,33.35 ,-84.57 ,262,X,1,GA,US
ROME,KRMG,34.35 ,-85.17 ,193,X,7,GA,US
SAVANNAH,KSAV,32.12 ,-81.20 ,14,X,4,GA,US
SAVANNAH/HUNTER,KSVN,32.02 ,-81.15 ,13,X,6,GA,US
STATESBORO,KTBR,32.48 ,-81.73 ,57,X,7,GA,US
SYLVANIA,KJYL,32.65 ,-81.60 ,57,X,7,GA,US
THOMASTON UPSON,KOPN,32.95 ,-84.27 ,243,X,7,GA,US
VALDOSTA REGIONA,KVLD,30.77 ,-83.27 ,62,X,6,GA,US
VIDALIA MUNI,KVDI,32.20 ,-82.37 ,84,X,7,GA,US
WARNER ROBINS AF,KWRB,32.62 ,-83.58 ,90,X,6,GA,US
WASHINGTON,KIIY,33.78 ,-82.82 ,197,X,7,GA,US
WAYCROSS/WARE CO,KAYS,31.25 ,-82.40 ,46,X,7,GA,US
WINDER/BARROW,KWDR,33.98 ,-83.67 ,287,X,7,GA,US
BLAKELY EARLY C,K11J,31.40 ,-84.90 ,65,Z,8,GA,US
BARKING SANDS/KA,PHBK,22.03 ,-159.78 ,8,X,7,HI,US
BRADSHAW AAF/HAW,PHSF,19.77 ,-155.55 ,1887,X,6,HI,US
HANA,PHHN,20.80 ,-156.02 ,156,X,7,HI,US
HILO,PHTO,19.72 ,-155.05 ,12,X,5,HI,US
HONOLULU,PHNL,21.33 ,-157.95 ,4,X,6,HI,US
KAHULUI,PHOG,20.90 ,-156.43 ,12,X,6,HI,US
KAILUA/KONA,PHKO,19.73 ,-156.05 ,27,X,6,HI,US
KALAUPAPA,PHLU,21.22 ,-156.97 ,7,X,7,HI,US
KANEOHE MCAS,PHNG,21.43 ,-157.77 ,3,X,6,HI,US
KALAELOA,PHJR,21.32 ,-158.07 ,15,X,6,HI,US
LAHAINA/WEST MAU,PHJH,20.97 ,-156.67 ,78,X,6,HI,US
LANAI CITY AIRPO,PHNY,20.77 ,-156.93 ,399,X,6,HI,US
LIHUE/KAUAI IS,PHLI,21.97 ,-159.33 ,45,X,5,HI,US
MOLOKAI/KUKUI,PHMO,21.13 ,-157.18 ,415,X,5,HI,US
MOLOKAI,PHMK,21.15 ,-157.10 ,141,X,6,HI,US
WHEELER AFB/OAHU,PHHI,21.47 ,-158.02 ,255,X,6,HI,US
BARBERS PT NAS,PHNA,21.32 ,-158.07 ,15,Z,8,HI,US
MIDWAY ISLAND NA,PMDY,28.22 ,-177.37 ,4,X,6,HI,US
ALGONA,KAXA,43.07 ,-94.27 ,372,X,8,IA,US
AMES,KAMW,41.98 ,-93.62 ,279,X,7,IA,US
ANKENY,KIKV,41.68 ,-93.57 ,275,X,8,IA,US
ATLANTIC,KAIO,41.38 ,-95.03 ,360,X,8,IA,US
AUDUBON,KADU,41.70 ,-94.92 ,392,X,8,IA,US
BOONE MUNI,KBNW,42.03 ,-93.83 ,354,X,8,IA,US
BURLINGTON,KBRL,40.77 ,-91.13 ,211,X,6,IA,US
CARROLL,KCIN,42.03 ,-94.77 ,375,X,8,IA,US
CEDAR RAPIDS,KCID,41.88 ,-91.72 ,264,X,4,IA,US
CENTERVILLE MUNI,KTVK,40.68 ,-92.90 ,314,X,8,IA,US
CHARITON,KCNC,41.02 ,-93.37 ,320,X,8,IA,US
CHARLES CITY,KCCY,43.07 ,-92.62 ,343,X,8,IA,US
CHEROKEE,KCKP,42.73 ,-95.55 ,374,X,8,IA,US
CLARINDA,KICL,40.72 ,-95.02 ,303,X,8,IA,US
CLARION,KCAV,42.75 ,-93.77 ,354,X,8,IA,US
CLINTON MUNI,KCWI,41.82 ,-90.32 ,216,X,8,IA,US
COUNCIL BLUFFS,KCBF,41.27 ,-95.77 ,382,X,8,IA,US
CRESTON,KCSQ,41.02 ,-94.37 ,394,X,8,IA,US
DAVENPORT/QUAD C,KDVN,41.62 ,-90.58 ,230,X,3,IA,US
DECORAH,KDEH,43.27 ,-91.72 ,353,X,8,IA,US
DENISON,KDNS,41.97 ,-95.37 ,388,X,8,IA,US
DES MOINES,KDSM,41.53 ,-93.67 ,295,X,2,IA,US
DUBUQUE,KDBQ,42.40 ,-90.70 ,326,X,4,IA,US
ESTHERVILLE,KEST,43.40 ,-94.75 ,401,X,7,IA,US
FAIRFIELD,KFFL,41.03 ,-91.97 ,244,X,8,IA,US
FOREST CITY,KFXY,43.23 ,-93.62 ,375,X,8,IA,US
FORT DODGE,KFOD,42.53 ,-94.17 ,355,X,6,IA,US
FORT MADISON,KFSW,40.67 ,-91.32 ,221,X,8,IA,US
GRINNELL REG,KGGI,41.72 ,-92.73 ,307,X,8,IA,US
HARLAN MUNI,KHNR,41.58 ,-95.33 ,375,X,8,IA,US
INDEPENDENCE,KIIB,42.45 ,-91.95 ,298,X,8,IA,US
IOWA CITY,KIOW,41.63 ,-91.55 ,198,X,6,IA,US
IOWA FALLS MUNI,KIFA,42.47 ,-93.27 ,347,X,7,IA,US
KEOKUK MUNI,KEOK,40.47 ,-91.42 ,205,X,8,IA,US
KNOXVILLE,KOXV,41.28 ,-93.12 ,283,X,8,IA,US
LAMONI,KLWD,40.63 ,-93.90 ,346,X,7,IA,US
